Strain	accession	gene	original_header	seq_type	tax	vsearch_hash	len
AMT15006-B17	JF307622	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B17 cytochrome b6-like gene, partial sequence	petB_Syn_EnvB|EnvBA	MIC	14ab924036f876fdedfe69aa5c22621b	559
AMT15006-B16	JF307621	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B16 cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	cbbdbc88e5d812087b9f4d234b997241	559
AMT15006-B15	JF307620	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B15 cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVB	MIC	b99194987420606598435b239d1f3843	559
AMT15006-B14	JF307619	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B14 cytochrome b6-like gene, partial sequence	petB_Syn_EnvB|EnvBB	MIC	7fb01c9e3443d214944d492df69ebb7b	558
AMT15006-B13	JF307618	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B13 cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVC	MIC	461ffc1ebed98b80ca42b774c7077475	559
AMT15006-B12b	JF307617	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B12b cytochrome b6-like gene, partial sequence	petB_Syn_EnvA|EnvAA	MIC	f313be755e02197303ec666138f32183	559
AMT15006-B12a	JF307616	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B12a cytochrome b6-like gene, partial sequence	petB_Syn_EnvA|EnvAA	MIC	456e3f5c4f7282284d5f892581ce0864	559
AMT15006-B11c	JF307615	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B11c cytochrome b6-like gene, partial sequence	petB_Syn_EnvB|EnvBB	MIC	5dd4260be9c0d0fb15f74ee1f22fc50a	559
AMT15006-B11b	JF307614	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B11b cytochrome b6-like gene, partial sequence	petB_Syn_EnvB|EnvBB	MIC	21c6d6089707961a65f8ccac1119a19d	559
AMT15006-B11a	JF307613	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B11a cytochrome b6-like gene, partial sequence	petB_Syn_EnvB|EnvBB	MIC	432d8a3d8140642b96af470ed497c9d0	559
AMT15006-B10a	JF307612	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15006-B10a cytochrome b6-like gene, partial sequence	petB_Syn_EnvA|EnvAA	MIC	f203610854565227222a1a7a318298d6	559
AMT15002-C7	JF307611	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C7 cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	63de200c139e0e6d4c6b604a8cc1099c	559
AMT15002-C6	JF307610	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C6 cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVA	MIC	7adeec9e1d6a892fdb7dafc5b220167a	559
AMT15002-C5b	JF307609	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C5b cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVA	MIC	93d18e365400393d76355293ef5928ae	559
AMT15002-C3	JF307607	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C3 cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVA	MIC	8defcd5f3c6b8bb1600704b309a8796d	559
AMT15002-C2b	JF307606	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C2b cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	12b6ea5f16b279c4c89352c11fafa5a4	559
AMT15002-C2a	JF307605	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C2a cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	19a4e1b853773f97c6e95d1426c75447	559
AMT15002-C1d	JF307604	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C1d cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVA	MIC	390f41f8f5273e358fa7c6366ac56133	559
AMT15002-C1c	JF307603	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C1c cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	45e237936ee6ed2d3ebf985d874c4faf	559
AMT15002-C1a	JF307601	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15002-C1a cytochrome b6-like gene, partial sequence	petB_Syn_I|IA	MIC	694268d92bc4d071a5aeda77d31d6e45	559
AMT15034-C36	JF307598	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C36 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	5c4648c68b40b1ef96ff5a83191ffcfc	559
AMT15034-C35	JF307597	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C35 cytochrome b6-like gene, partial sequence	petB_Syn_II|wo	MIC	2609bb707196380534ae80c5eb41e730	559
AMT15034-C34a	JF307595	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C34a cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	417660cf10a32bfb9a76c6e2127dc3f5	559
AMT15034-C30	JF307593	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C30 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	e1336c2e7e43fe8715707f2d4050d7ea	559
AMT15034-C27	JF307592	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C27 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIB	MIC	d7c7ab49deb6ca0da26d88cb6779b6dc	559
AMT15034-C26b	JF307591	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C26b cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	30139a36852083794d8369684af5a84a	559
AMT15034-C26a	JF307590	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C26a cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	d76aecc69feeaa2d861572fd82945a6e	559
AMT15034-C23b	JF307589	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C23b cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	172856821ed5929d301b9801e0dd6e90	559
AMT15034-C23a	JF307588	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C23a cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	f0bdf70c7734c725b734ed1c63c54523	559
AMT15034-C15s	JF307587	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-C15s cytochrome b6-like gene, partial sequence	petB_Syn_IV|IVB	MIC	b5922ba6384cc01cda89425be402c711	559
AMT15034-A33	JF307586	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A33 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	84e10678fef1540ac092ed5e02dcdcdb	558
AMT15034-A32	JF307585	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A32 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	bf3a8a3a058f0dbdb295897936342f0f	559
AMT15034-A31	JF307584	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A31 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	dae4dbf5339def8713cdb81bd3a46426	559
AMT15034-A30	JF307583	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A30 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	c0d2d240c04237b3e2d390f42ed0af25	559
AMT15034-A29	JF307582	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A29 cytochrome b6-like gene, partial sequence	petB_Syn_WPC1|WPC1A	MIC	cfc665f306012f5340d955d59630ecc1	559
AMT15034-A28	JF307581	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A28 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	14baefa2bdf9622e5d9e252d3b299705	559
AMT15034-A27	JF307580	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A27 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIB	MIC	d2c5c7bc773966b8a7858c88c0433702	559
AMT15034-A26	JF307579	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A26 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	af2f65f3fa48b73e60827f87db243b42	559
AMT15034-A24	JF307577	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A24 cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	72f1d10f35c06bf69a35f41357f1c14f	559
AMT15034-A23b	JF307576	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A23b cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	bedb8ce37f840bd8668e176bd24adc04	559
AMT15034-A23a	JF307575	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A23a cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	a9983e5cf4f129a64e6e70586fd9765b	559
AMT15034-A10s	JF307574	petB	UNVERIFIED: Uncultured Synechococcus sp. clone AMT15034-A10s cytochrome b6-like gene, partial sequence	petB_Syn_II|IIA	MIC	0e793d56d432bd411c89759503450d33	559
WH8101	JF307572	petB	Synechococcus sp. WH 8101 cytochrome b6 gene, partial cds	petB_Syn_VIII|VIIIA	MIC	b31252a60d3ba2a11abb8ff48268f07e	559
WH8020	JF307571	petB	Synechococcus sp. WH 8020 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	bfa268268f3ed6fe4109511d473f4d66	559
WH8016	JF307569	petB	Synechococcus sp. WH 8016 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	471e94721c67bf9e227ccd8f2ccf87ce	559
SYN20	JF307568	petB	Synechococcus sp. SYN20 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	20d14c491416d314bd9a32b4b7293398	559
RS9919	JF307566	petB	Synechococcus sp. RS9919 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	8cd710223161a07bb0af21c86383810f	559
RS9915	JF307565	petB	Synechococcus sp. RS9915 cytochrome b6 gene, partial cds	petB_Syn_III|IIIA	MIC	ed21904e2893b2645ca670a3eb280111	559
RS9911	JF307561	petB	Synechococcus sp. RS9911 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	84a243f7f0ae4c5f816192d7800914c3	559
RS9907	JF307557	petB	Synechococcus sp. RS9907 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	0b4ca3a2264044ac7daafb2448e934e6	559
RS9904	JF307554	petB	Synechococcus sp. RS9904 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	523cc1949ba8eda761cb5550440eceaa	559
RS9902	JF307553	petB	Synechococcus sp. RS9902 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	523e3c34c2fc14beeb6cbffdf10984c0	559
RS9901	JF307552	petB	Synechococcus sp. RS9901 cytochrome b6 gene, partial cds	petB_Syn_IX|IXA	MIC	91344b63c6c55fab55af89f4ba1b8b93	559
M16.1	JF307548	petB	Synechococcus sp. RCC791 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	5ba0b9c7e625542251ab71d3722a8078	559
NOUM97012	JF307547	petB	Synechococcus sp. RCC67 cytochrome b6 gene, partial cds	petB_Syn_VII|VIIA	MIC	59c448124dcdfd789dd1aeeb266caa50	559
NOUM97010	JF307546	petB	Synechococcus sp. RCC66 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1C	MIC	31cf6f3544ae0c910409305ca9003d24	559
PROS-M-1	JF307545	petB	Synechococcus sp. RCC528 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	43aec856640b503c1a47aa9b9beead4f	559
PROS-8-1	JF307544	petB	Synechococcus sp. RCC527 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	317f0c5958811c926e230e24270a9132	559
RCC525	JF307543	petB	Synechococcus sp. RCC525 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	3e6a92a0665d82e63a904d8f70479829	559
RCC524	JF307542	petB	Synechococcus sp. RCC524 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	baaf5eda3558b61bbefafbc36250bdd5	559
PROS-8-2	JF307541	petB	Synechococcus sp. RCC523 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	55aff55e0af54a3122a7898ae3f70c1f	559
MEDNS5	JF307539	petB	Synechococcus sp. RCC42 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	efa796a4c11fc2efb0342315c31b49c8	559
PROS-U-1	JF307538	petB	Synechococcus sp. RCC394 cytochrome b6 gene, partial cds	petB_Syn_II|IIB	MIC	e1e32dd1695c8b4441070ee14b597342	559
PROS-5-2	JF307537	petB	Synechococcus sp. RCC374 cytochrome b6 gene, partial cds	petB_Syn_II|IIB	MIC	4c7b9209bf4be1c595add4b0f9c44a84	559
PROS-9-1	JF307534	petB	Synechococcus sp. RCC328 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	b5951d587426b657a0ffa40bb13b9299	559
PROSOPE-53-19	JF307533	petB	Synechococcus sp. RCC326 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	d6bf5f54e7c5a126ce82526b3afda744	559
PROS-7-1	JF307531	petB	Synechococcus sp. RCC323 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	dbca7b3f73d90f403a5c019ad590315d	559
PROS-3-1	JF307529	petB	Synechococcus sp. RCC321 cytochrome b6 gene, partial cds	petB_Syn_II|IIB	MIC	7bee7eca2d51a1383655ea471a10836b	559
ROS8604	JF307527	petB	Synechococcus sp. RCC32 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	37b32d508c3f9d4e81eb1ca21085ccaf	559
PROS-5-1	JF307526	petB	Synechococcus sp. RCC318 cytochrome b6 gene, partial cds	petB_Syn_XVI|XVIA	MIC	f511d38ae66f8d573e1f7b7ff33a9ffe	559
PROS-7-2	JF307525	petB	Synechococcus sp. RCC317 cytochrome b6 gene, partial cds	petB_Syn_XVI|XVIA	MIC	2df96d26e2557129018f8cc86b231a9e	559
PROS-3-2	JF307524	petB	Synechococcus sp. RCC316 cytochrome b6 gene, partial cds	petB_Syn_XVI|XVIA	MIC	f95b9b9108393f4c3d1c43376c3e94d4	559
TAK9802	JF307523	petB	Synechococcus sp. RCC262 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	18053bc6bce8f7ebaa2071bf8f6ad128	559
BIOS-H3-2	JF307521	petB	Synechococcus sp. RCC1030 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1C	MIC	9ff7c8088c075dbace675b2c6fa0c550	559
Biosope-48-B3Y	JF307518	petB	Synechococcus sp. RCC1027 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1B	MIC	4ef8921176abbd83e94b47d82030453c	559
BIOS-S15-1	JF307516	petB	Synechococcus sp. RCC1023 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1C	MIC	535ce0af96cbf4e66ee0b67eb4201dd8	559
BIOS-H3-1	JF307514	petB	Synechococcus sp. RCC1018 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1C	MIC	f5e38d5b0fb3c5638eb617a8e9d0e911	559
Biosope-45-B5-463	JF307513	petB	Synechococcus sp. RCC1017 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1C	MIC	29dc0aa1bed74bebbf89a55a9276dc5e	559
Biosope-45-B4-461	JF307512	petB	Synechococcus sp. RCC1016 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1C	MIC	2a5d18bef2faeb8e6520af9d75cc2a52	559
BIOS-U3-2	JF307511	petB	Synechococcus sp. RCC1015 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	c1e6e848d7c74bfbb7b103f096cb9225	559
MITS9220	JF307509	petB	Synechococcus sp. MITS9220 cytochrome b6 gene, partial cds	petB_Syn_CRD1|CRD1A	MIC	f2afff064de39f5dd14e9c94154482f2	559
BL8	JF307506	petB	Synechococcus sp. BL8 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	989eecd4c78cd736de2086d59ad09e87	559
BL48	JF307505	petB	Synechococcus sp. BL48 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	91ba28a5ab1f26da0d53c5b4485a289a	559
BL164	JF307503	petB	Synechococcus sp. BL164 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	eeaa46f6a291e81134d7b220f8c1012c	559
BL161	JF307502	petB	Synechococcus sp. BL161 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	1cafb96b1bdbcbd58b2cd5bed65b9411	559
BL1237	JF307501	petB	Synechococcus sp. BL123-7 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	791024a370f909cfb47d65417eeeea0a	559
ALMO3	JF307500	petB	Synechococcus sp. Almo3 cytochrome b6 gene, partial cds	petB_Syn_I|IA	MIC	95c209a472075cfd1bc72881d47f7367	559
A15-74	JF307499	petB	Synechococcus sp. A15-74 cytochrome b6 gene, partial cds	petB_Syn_VII|VIIA	MIC	653d9a6141b91f58282a6db29603fb9e	559
A15-72	JF307498	petB	Synechococcus sp. A15-72 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	19880a3331e28eb3b9f64bb4a30b25c7	559
A15-62	JF307497	petB	Synechococcus sp. A15-62 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	001459ec42056604c95df76123f9c538	559
A15-60	JF307495	petB	Synechococcus sp. A15-60 cytochrome b6 gene, partial cds	petB_Syn_VII|VIIA	MIC	731f0319cf8d729a90e2c85687397c92	559
A15-38	JF307487	petB	Synechococcus sp. A15-38 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	d3b7d463372489d10c137c950d5ec576	559
A15-37	JF307486	petB	Synechococcus sp. A15-37 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	3e0c0ec4382a9f07eb69cb09479fe084	559
A15-28	JF307482	petB	Synechococcus sp. A15-28 cytochrome b6 gene, partial cds	petB_Syn_III|IIIA	MIC	fe3e3f0e645a67c1c668685429c5bf5c	559
A15-24	JF307481	petB	Synechococcus sp. A15-24.2 cytochrome b6 gene, partial cds	petB_Syn_III|IIIA	MIC	c0b14cb6e8c81f774e8488a604609ea4	559
A15-19	JF307478	petB	Synechococcus sp. A15-19 cytochrome b6 gene, partial cds	petB_Syn_II|IIA	MIC	59d4a6b34089be279a216e0054fb0473	559
A15-147	JF307477	petB	Synechococcus sp. A15-147 cytochrome b6 gene, partial cds	petB_Syn_II|IIB	MIC	1641afd5368d0eb8d927c2773510607f	559
A15-146	JF307476	petB	Synechococcus sp. A15-146 cytochrome b6 gene, partial cds	petB_Syn_II|wo	MIC	884e8e420dcb4d030fedfefb22631514	559
A15-30	JF307473	petB	Synechococcus sp. A15-127 cytochrome b6 gene, partial cds	petB_Syn_III|IIIA	MIC	8e21c7342cd790a60f3aa5bd718d1a44	559
A15-11	JF307472	petB	Synechococcus sp. A15-11 cytochrome b6 gene, partial cds	petB_Syn_III|IIIA	MIC	fb8320d1bb06dff0a539218c63247219	559
PROS-5-3	JF307470	petB	Synechococcus sp. 53-4 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	8a0d6376b24b99aceb06f03aa48edd12	559
PROS-D-1	JF307469	petB	Synechococcus sp. 157-21 cytochrome b6 gene, partial cds	petB_Syn_VI|VIA	MIC	d2299043b851172508c6448bd0063c8f	559
scB245a-520D2	JFNR01000108	petB	Prochlorococcus sp. scB245a_520D2 contig_87, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	1b16e4e505b5b0b1b7d3660fc33d5474	654
scB241-529J11	JFLP01000046	petB	Prochlorococcus sp. scB241_529J11 contig_54, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	5a951a8beee2ac8ec21afc0aa9ee3c3e	654
W8	ALPF01000057	petB	Prochlorococcus sp. W8 clone W8 W8_3, whole genome shotgun sequence	petB_Pro_HLIII|HLIIIA	MIC	e28c7403da014b1e5891dc27ec4723ff	654
W11	ALPI01000032	petB	Prochlorococcus sp. W11 clone W11 W11_84, whole genome shotgun sequence	petB_Pro_HLIV|HLIVA	MIC	404f4f70f418860615b96defe425ca4b	654
MIT9515	CP000552	petB	Prochlorococcus marinus str. MIT 9515, complete genome	petB_Pro_HLI|HLIC	MIC	d0d5e55fa9c3de25a52c9c00e48631ed	654
scB241-528O2	JFLJ01000084	petB	Prochlorococcus sp. scB241_528O2 contig_220, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	fb37a6aad9b2702e7c974292426f0b91	654
W4	ALPD01000082	petB	Prochlorococcus sp. W4 clone W4 W4_11, whole genome shotgun sequence	petB_Pro_HLIV|HLIVA	MIC	8815a7a7368f292fa1fafa90385ef01a	654
W9	ALPG01000090	petB	Prochlorococcus sp. W9 clone W9 W9_5, whole genome shotgun sequence	petB_Pro_HLIII|HLIIIA	MIC	e904618f175bada66ffe56cca1435f2a	654
W2	ALPB01000063	petB	Prochlorococcus sp. W2 clone W2 W2_24, whole genome shotgun sequence	petB_Pro_HLIV|HLIVA	MIC	d8ae756a6ff5cc89682d0e4cd2452172	654
MED4	BX548174	petB	Prochlorococcus marinus MED4 complete genome	petB_Pro_HLI|HLIA	MIC	8ad88cb2b99e548f362b146e630daf73	654
scB243-498A3	JFML01000019	petB	Prochlorococcus sp. scB243_498A3 contig_58, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	b1d67ef3e09193e447c525436eeb9a2b	654
scB245a-519O21	JFNP01000005	petB	Prochlorococcus sp. scB245a_519O21 contig_141, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	b1995deef746b1c06ac26ac3c12b7174	654
MIT9312	CP000111	petB	Prochlorococcus marinus str. MIT 9312, complete genome	petB_Pro_HLII|HLIIA	MIC	cc9b1903985ddcb16fe02ba1a429a4d9	654
scB243-496M6	JFMF01000082	petB	Prochlorococcus sp. scB243_496M6 contig_311, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	28c96bb79dc5b8c4406091e9ddd23439	654
scB243-498B23	JFMN01000053	petB	Prochlorococcus sp. scB243_498B23 contig_217, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	69187670483fe03d76a03c7b4a420a5c	654
scB243-497N18	JFMK01000044	petB	Prochlorococcus sp. scB243_497N18 contig_36, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	de41c76d32bf231bff1eb0a7693e37fd	654
scB243-495G23	JFLU01000112	petB	Prochlorococcus sp. scB243_495G23 contig_82, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	e6d01fde76b405caadb2016f01274634	654
MIT9301	CP000576	petB	Prochlorococcus marinus str. MIT 9301, complete genome	petB_Pro_HLII|HLIIA	MIC	f3568356d7551243f67b31232b727558	654
W7	ALPE01000035	petB	Prochlorococcus sp. W7 clone W7 W7_29, whole genome shotgun sequence	petB_Pro_HLIII|HLIIIA	MIC	b91bce13734cde2f6e67feea60d1bb90	654
scB241-528J8	JFLE01000049	petB	Prochlorococcus sp. scB241_528J8 contig_27, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	36be257efab63ff01af3717785c5433b	654
scB245a-520K10	JFNU01000004	petB	Prochlorococcus sp. scB245a_520K10 contig_181, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	f89981d9cc3cfc1413d814b708db6fd9	654
MIT9215	CP000825	petB	Prochlorococcus marinus str. MIT 9215, complete genome	petB_Pro_HLII|HLIIA	MIC	b1fbb79333d1cc2bbe6d303e52c78e22	654
MIT0604	CP007753	petB	Prochlorococcus sp. MIT 0604, complete genome	petB_Pro_HLII|HLIIA	MIC	e41e1146804a854f93d80b0080b11b14	654
scB241-526B22	JFKP01000094	petB	Prochlorococcus sp. scB241_526B22 contig_136, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	7c87b842e9628b6ad29f2b4e270acb68	654
scB245a-521K15	JFNZ01000075	petB	Prochlorococcus sp. scB245a_521K15 contig_57, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	eed240d89a36a84d014dccb93c48749a	654
scB241-526D20	JFKQ01000052	petB	Prochlorococcus sp. scB241_526D20 contig_212, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	9d71835fe5c67e4330b85ab7fc6d6dba	654
scB241-529J16	JFLR01000027	petB	Prochlorococcus sp. scB241_529J16 contig_72, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	b945caa614e859e15a1f63f5ea0839eb	654
scB243-496A2	JFMC01000005	petB	Prochlorococcus sp. scB243_496A2 contig_178, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	c48184802b54adbce8502813f1ffa959	654
scB241-526N9	JFKT01000050	petB	Prochlorococcus sp. scB241_526N9 contig_105, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	eed68f869ee37c8254bbb95ce93de0cd	654
scB241-526K3	JFKR01000138	petB	Prochlorococcus sp. scB241_526K3 contig_514, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	b62e22ccbf364b804dfa0c5199f26112	654
scB245a-518I6	JFND01000017	petB	Prochlorococcus sp. scB245a_518I6 contig_192, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	4b3f5cd3928f118d4186f1bc055d6f00	654
scB245a-518A17	JFMZ01000006	petB	Prochlorococcus sp. scB245a_518A17 contig_93, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	8ad015374baba9d56c08e0cdcc6255b0	654
scB243-495D8	JFLT01000015	petB	Prochlorococcus sp. scB243_495D8 contig_45, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	719ab6c2aadadbfb67fd9bc0a90aba07	654
scB241-527E15	JFKV01000005	petB	Prochlorococcus sp. scB241_527E15 contig_55, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	860cfcc985c01f4fd5c1804aab1e26ef	654
scB241-527L22	JFLA01000002	petB	Prochlorococcus sp. scB241_527L22 contig_130, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	7cf7de4d4eeb855693773d45f2ba4052	654
scB241-528P18	JFLL01000008	petB	Prochlorococcus sp. scB241_528P18 contig_187, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	26c866a0ae553132f76da60c34f5dce2	654
scB243-498I20	JFMR01000036	petB	Prochlorococcus sp. scB243_498I20 contig_104, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	f394d5b1e180c9e420bcced62185a6cd	654
scB243-497I20	JFMI01000002	petB	Prochlorococcus sp. scB243_497I20 contig_124, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	8e2241f7a25667013935c5b0b380b024	654
scB243-495L20	JFLX01000001	petB	Prochlorococcus sp. scB243_495L20 contig_100, whole genome shotgun sequence	petB_Pro_HLII|HLIIB	MIC	3056c18b38ae5056e1b96e63aeedb9a6	654
scB245a-518O7	JFNG01000001	petB	Prochlorococcus sp. scB245a_518O7 contig_175, whole genome shotgun sequence	petB_Pro_HLII|HLIIA	MIC	95d1a91b9cc1dfec17c79c7a33a951c5	654
AS9601	CP000551	petB	Prochlorococcus marinus str. AS9601, complete genome	petB_Pro_HLII|HLIIA	MIC	ad50b7202bf5adf8db0d42ba80b20472	654
SS120	AE017126	petB	Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome	petB_Pro_LLII_III|LLII-IIIA	MIC	148325d80ba70728b3b8108babb09e3b	654
